image_name,mean_confidence,median_confidence,high_conf_ratio
TrainArea_1019.tif,0.8284510374069214,0.8922253251075745,0.4870405197143554
TrainArea_698.tif,0.823218822479248,0.8935402631759644,0.4835834503173828
TrainArea_2361.tif,0.7005874514579773,0.6963334679603577,0.1067180633544921
TrainArea_1800.tif,0.5430721044540405,0.5209193229675293,0.027937889099121
TrainArea_1762.tif,0.4717326760292053,0.4398272931575775,0.0022106170654296
TrainArea_317.tif,0.7224512100219727,0.732303261756897,0.0425434112548828
TrainArea_2457.tif,0.9483835101127625,0.9597736597061156,0.8869752883911133
TrainArea_2672.tif,0.701701819896698,0.707538366317749,0.2795438766479492
TrainArea_3067.tif,0.8204035758972168,0.9082157015800476,0.5116338729858398
TrainArea_302.tif,0.8779634237289429,0.987015962600708,0.6697683334350586
TrainArea_675.tif,0.7990754842758179,0.8440494537353516,0.3691692352294922
TrainArea_2437.tif,0.7367721796035767,0.7381579279899597,0.2876720428466797
TrainArea_3806.tif,0.8396941423416138,0.9593755602836608,0.6123123168945312
TrainArea_3830.tif,0.8137081861495972,0.8669396638870239,0.4465646743774414
TrainArea_267.tif,0.670032799243927,0.6421265602111816,0.1607532501220703
TrainArea_3532.tif,0.6917591094970703,0.6942225098609924,0.1575031280517578
TrainArea_2082.tif,0.737810492515564,0.7332320213317871,0.3243865966796875
TrainArea_2632.tif,0.705584704875946,0.7230834364891052,0.2160482406616211
TrainArea_744.tif,0.9519201517105104,0.9593499898910522,0.9284420013427734
TrainArea_292.tif,0.5710612535476685,0.472084105014801,0.2115402221679687
TrainArea_2828.tif,0.8051128387451172,0.9117310643196106,0.5271997451782227
TrainArea_1795.tif,0.8194240927696228,0.886978030204773,0.481144905090332
TrainArea_247.tif,0.7684565186500549,0.7817118763923645,0.2987327575683594
TrainArea_2345.tif,0.8703339099884033,0.9526464343070984,0.6179428100585938
TrainArea_531.tif,0.7379554510116577,0.7576782703399658,0.3235940933227539
TrainArea_1560.tif,0.5851938128471375,0.5742816925048828,0.0107831954956054
TrainArea_1955.tif,0.8573139905929565,0.9065563678741456,0.5182647705078125
TrainArea_1805.tif,0.766006588935852,0.7927274107933044,0.3734693527221679
TrainArea_737.tif,0.7288161516189575,0.7384923696517944,0.3069534301757812
TrainArea_2159.tif,0.7086565494537354,0.7027479410171509,0.2522830963134765
TrainArea_263.tif,0.9548527002334596,0.959823191165924,0.9465255737304688
TrainArea_1264.tif,0.8429391980171204,0.9720865488052368,0.598088264465332
TrainArea_1094.tif,0.8858106136322021,0.9628916382789612,0.7120838165283203
TrainArea_1573.tif,0.9076960682868958,0.9904080033302308,0.7508935928344727
TrainArea_3694.tif,0.8869494199752808,0.9388762712478638,0.6546049118041992
TrainArea_2945.tif,0.7061425447463989,0.6919284462928772,0.2718143463134765
TrainArea_2016.tif,0.7289313077926636,0.7480912804603577,0.3069219589233398
TrainArea_2237.tif,0.7069283723831177,0.7180907726287842,0.1321439743041992
TrainArea_575.tif,0.7466678023338318,0.7908151149749756,0.3958778381347656
TrainArea_486.tif,0.683014988899231,0.7016859650611877,0.200958251953125
TrainArea_1536.tif,0.9022372961044312,0.9601075053215028,0.712916374206543
TrainArea_3086.tif,0.4628613591194153,0.4490613043308258,0.0041818618774414
TrainArea_1046.tif,0.8952285647392273,0.9593280553817748,0.7150325775146484
TrainArea_298.tif,0.8186436295509338,0.8835358023643494,0.4745035171508789
TrainArea_2472.tif,0.8061187267303467,0.8582754135131836,0.43865966796875
TrainArea_3584.tif,0.604442834854126,0.5749101042747498,0.0801458358764648
TrainArea_3303.tif,0.7946667671203613,0.8374006152153015,0.3898696899414062
TrainArea_123.tif,0.7810680866241455,0.857991635799408,0.4266681671142578
TrainArea_3641.tif,0.4934212863445282,0.4616742432117462,0.0033473968505859
TrainArea_3331.tif,0.7206466197967529,0.7112110257148743,0.3288154602050781
TrainArea_1432.tif,0.8284465074539185,0.9183860421180724,0.5374078750610352
TrainArea_953.tif,0.8416428565979004,0.9652633666992188,0.5744028091430664
TrainArea_3343.tif,0.6665879487991333,0.6234030723571777,0.2536821365356445
TrainArea_2250.tif,0.8760696649551392,0.9460042715072632,0.6131172180175781
TrainArea_1098.tif,0.7184004187583923,0.7095783352851868,0.1826381683349609
TrainArea_1367.tif,0.6550495624542236,0.6375873684883118,0.0841808319091796
TrainArea_1671.tif,0.7235270142555237,0.7223064303398132,0.2275800704956054
TrainArea_3242.tif,0.68022620677948,0.6915968656539917,0.1803646087646484
TrainArea_3110.tif,0.6914474964141846,0.6892924904823303,0.2243604660034179
TrainArea_3499.tif,0.9033304452896118,0.9704327583312988,0.7423171997070312
TrainArea_1725.tif,0.8738732933998108,0.9400100111961364,0.5970659255981445
TrainArea_1802.tif,0.5489974617958069,0.5189794898033142,0.0338687896728515
TrainArea_3014.tif,0.7118901014328003,0.7160192728042603,0.1010284423828125
TrainArea_1185.tif,0.8125602006912231,0.8690429925918579,0.4442930221557617
TrainArea_3107.tif,0.7768715620040894,0.8211931586265564,0.4099855422973633
TrainArea_1696.tif,0.9360800981521606,0.9883226752281188,0.8230628967285156
TrainArea_397.tif,0.9623351097106934,0.9842482209205629,0.9132862091064452
TrainArea_580.tif,0.7248297929763794,0.719211220741272,0.2229976654052734
TrainArea_1121.tif,0.8498472571372986,0.8901896476745605,0.4783992767333984
TrainArea_1498.tif,0.7433391809463501,0.7511293888092041,0.3124608993530273
TrainArea_052.tif,0.6673146486282349,0.6612918376922607,0.0896949768066406
TrainArea_3500.tif,0.8370276689529419,0.9132306575775146,0.5536508560180664
TrainArea_103.tif,0.6354838609695435,0.6016791462898254,0.147125244140625
TrainArea_1476.tif,0.7768084406852722,0.8332456350326538,0.4162149429321289
TrainArea_3829.tif,0.6890712976455688,0.7034921646118164,0.1849937438964843
TrainArea_3398.tif,0.7885553240776062,0.8397180438041687,0.432586669921875
TrainArea_1569.tif,0.7023804187774658,0.7023521065711975,0.158482551574707
TrainArea_3571.tif,0.7310004234313965,0.7326109409332275,0.2929029464721679
TrainArea_1125.tif,0.7109154462814331,0.7092768549919128,0.1640129089355468
TrainArea_2146.tif,0.6940948367118835,0.6600030064582825,0.2972650527954101
TrainArea_1511.tif,0.9584182500839232,0.9923754334449768,0.8966875076293945
TrainArea_189.tif,0.6704992055892944,0.6475654244422913,0.149083137512207
TrainArea_3690.tif,0.7146234512329102,0.7124437093734741,0.1828737258911132
TrainArea_1585.tif,0.8537782430648804,0.9143376350402832,0.5339813232421875
TrainArea_3268.tif,0.78751540184021,0.8417707085609436,0.4295387268066406
TrainArea_1617.tif,0.7541437149047852,0.7736327052116394,0.2954320907592773
TrainArea_3637.tif,0.7431074380874634,0.753754198551178,0.3383169174194336
TrainArea_1082.tif,0.5926048755645752,0.5633756518363953,0.1173772811889648
TrainArea_419.tif,0.7515081167221069,0.7654809951782227,0.1102361679077148
TrainArea_1141.tif,0.7759506702423096,0.7965041399002075,0.2645673751831054
TrainArea_362.tif,0.8881630897521973,0.9419174790382384,0.6552591323852539
TrainArea_816.tif,0.711835503578186,0.7060204744338989,0.1680059432983398
TrainArea_2612.tif,0.8392012119293213,0.8872841596603394,0.476419448852539
TrainArea_1804.tif,0.8041043877601624,0.8393953442573547,0.3594026565551758
TrainArea_1654.tif,0.857675313949585,0.9119681119918824,0.5522785186767578
TrainArea_1790.tif,0.7772588729858398,0.8108270168304443,0.3728981018066406
TrainArea_1147.tif,0.7005215883255005,0.6792452931404114,0.228363037109375
TrainArea_2035.tif,0.640651524066925,0.6172842383384705,0.1302957534790039
TrainArea_1743.tif,0.7912651300430298,0.8206205368041992,0.3254146575927734
TrainArea_1987.tif,0.949425458908081,0.9700361490249634,0.9179296493530272
TrainArea_933.tif,0.8216325044631958,0.953857123851776,0.6505899429321289
TrainArea_2187.tif,0.8808703422546387,0.9495212435722352,0.6531467437744141
TrainArea_1734.tif,0.5813659429550171,0.5392453074455261,0.1098585128784179
TrainArea_2438.tif,0.948976755142212,0.955812931060791,0.9132528305053712
TrainArea_2793.tif,0.7692851424217224,0.7974901795387268,0.3783807754516601
TrainArea_2914.tif,0.7278900146484375,0.7265076041221619,0.2740840911865234
TrainArea_1249.tif,0.6507160663604736,0.6226485967636108,0.1428737640380859
TrainArea_2624.tif,0.8588032126426697,0.929350972175598,0.5782299041748047
TrainArea_658.tif,0.777862548828125,0.8857802152633667,0.4862728118896484
TrainArea_3780.tif,0.8199199438095093,0.9037730097770692,0.5057964324951172
TrainArea_1489.tif,0.9135872721672058,0.9582275748252868,0.7009506225585938
TrainArea_2717.tif,0.9185538291931152,0.9684330821037292,0.7704524993896484
TrainArea_1097.tif,0.7988812923431396,0.8769591450691223,0.4790496826171875
TrainArea_2196.tif,0.7774431109428406,0.8205815553665161,0.2885818481445312
TrainArea_1918.tif,0.7321285009384155,0.7520190477371216,0.1927556991577148
